DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1969,1.03489,0.57556,1.50303,0.44313,-0.04675,0.54272,0.40659,0.18455,0.24835,0.16279,0.3966,0.39389,0.13408,-0.07451,0.71805,0.65229,0.48449,0.34383,0.1364,-0.00939,-0.25542,-0.2665,-0.40678,-0.38692,-0.42779,-0.5955,-0.50379,-0.28847,-0.48922,-0.46382,-0.33639,-0.35314,-0.42142,-0.4062,-0.49127,-0.4872,-0.39729,-0.45249,-0.3889,0.05443,0.07549,0.06805,0.09124,-0.02508,-0.19746,-0.31453,-0.22901,-0.13352
Feb1969,1.14017,1.31472,0.88739,1.68751,0.72041,0.2541,0.78179,0.63693,0.39718,0.42262,0.33485,0.5524,0.55168,0.28957,0.07035,0.83571,0.78228,0.62028,0.47785,0.2703,0.12357,-0.12698,-0.13862,-0.28665,-0.26884,-0.3102,-0.48158,-0.39238,-0.1716,-0.36843,-0.34804,-0.21985,-0.24044,-0.30998,-0.29458,-0.38024,-0.3767,-0.28927,-0.3462,-0.2881,0.15002,0.17134,0.16122,0.18234,0.06093,-0.11164,-0.22693,-0.14428
Mar1969,1.85156,1.89469,2.12904,1.65438,2.18247,1.66453,1.07045,1.47109,1.29517,1.08021,1.0742,0.977,1.11891,1.10732,0.84815,0.5838,1.24398,1.21645,1.07545,0.93753,0.72696,0.58817,0.34744,0.34777,0.18429,0.19709,0.14585,-0.04905,0.0278,0.24146,0.04117,0.0486,0.16383,0.1296,0.05744,0.07965,-0.0103,-0.00812,0.07029,0.00381,0.04676,0.46062,0.4756,0.4584,0.47313,0.34531,0.17726,0.0641
Apr1969,2.227,2.36961,2.46735,2.6801,2.32311,2.74805,2.54581,2.07404,2.31217,2.09884,1.96427,1.88467,1.81389,1.83071,1.80366,1.54495,1.25845,1.75522,1.70865,1.58148,1.47629,1.28715,1.17213,0.94663,0.96887,0.79143,0.8042,0.74801,0.54533,0.59113,0.78227,0.59127,0.58243,0.67312,0.62079,0.54724,0.57137,0.4761,0.47903,0.54242,0.46384,0.48802,0.85433,0.861,0.83863,0.84543,0.7219,0.56344
May1969,0.07661,1.96523,2.21853,2.3429,2.51682,2.19543,2.57696,2.33512,2.13393,2.40391,2.1158,1.9316,1.89729,1.87226,1.82621,1.82169,1.54069,1.23533,1.77087,1.72887,1.59424,1.4778,1.27681,1.1532,0.92071,0.9516,0.77481,0.78969,0.73597,0.53043,0.57454,0.76072,0.57079,0.56483,0.65364,0.59927,0.52803,0.548,0.4585,0.4638,0.52786,0.44682,0.47321,0.8346,0.84515,0.82533,0.83007,0.70573
Jun1969,0.79224,0.55249,1.65531,2.04126,2.26532,2.28928,2.01595,2.28788,2.07126,1.9116,2.11584,1.89756,1.75439,1.75415,1.75851,1.75551,1.74324,1.50843,1.25678,1.71701,1.6746,1.56309,1.46985,1.30157,1.1849,0.97499,0.99812,0.84276,0.86084,0.80795,0.61204,0.64712,0.82996,0.65343,0.64445,0.71879,0.668,0.59753,0.61522,0.52821,0.53148,0.59148,0.52506,0.55191,0.88163,0.89048,0.8717,0.87459
Jul1969,0.06195,0.62257,0.45509,1.5957,1.98837,2.20756,2.22291,1.95095,2.21538,1.92991,1.73602,1.94911,1.77155,1.63872,1.64707,1.62114,1.64386,1.63196,1.41726,1.18914,1.63784,1.60702,1.49998,1.4052,1.24324,1.12952,0.92874,0.95064,0.80562,0.82367,0.77069,0.5883,0.62229,0.79689,0.62448,0.6152,0.68974,0.64405,0.57539,0.59585,0.51389,0.5168,0.57543,0.51059,0.5382,0.85878,0.87054,0.85122
Aug1969,0.05762,-0.02681,0.39021,0.2943,1.49564,1.92054,2.11983,2.08781,1.83296,2.10311,1.83351,1.65757,1.87636,1.70177,1.56418,1.57714,1.54918,1.56889,1.55531,1.35313,1.14286,1.58542,1.56764,1.45649,1.35876,1.19872,1.08521,0.89074,0.9085,0.76746,0.78431,0.73454,0.56186,0.59636,0.76511,0.59663,0.58697,0.65824,0.61537,0.54996,0.57292,0.49154,0.49358,0.55259,0.48841,0.51786,0.83144,0.84387
Sep1969,1.06063,0.81263,0.73216,0.8729,0.73418,1.57791,1.8493,1.95853,1.96787,1.78153,2.00664,1.82015,1.68656,1.85679,1.71531,1.60496,1.61535,1.61349,1.62815,1.62794,1.4574,1.27549,1.65386,1.62619,1.52375,1.44419,1.30172,1.19216,1.01173,1.02934,0.89466,0.91209,0.86554,0.70015,0.72442,0.87788,0.72296,0.71261,0.77646,0.73254,0.6754,0.6922,0.61194,0.61507,0.66806,0.60615,0.6301,0.91646
Oct1969,0.87529,1.0945,1.01824,0.95744,1.04564,0.90594,1.67083,1.93144,2.03258,2.05885,1.87333,2.08224,1.89063,1.75971,1.93115,1.79572,1.6976,1.69732,1.70863,1.70398,1.70443,1.55376,1.36769,1.73408,1.70088,1.58899,1.5184,1.37905,1.2689,1.09146,1.11065,0.97561,0.99176,0.94937,0.77978,0.79814,0.95059,0.80135,0.78823,0.84777,0.80274,0.74364,0.75714,0.67411,0.67985,0.72967,0.668,0.68974
Nov1969,0.11065,0.6408,0.98799,0.89457,0.8674,0.99515,0.85191,1.66014,1.93387,2.03527,2.05521,1.8528,2.04758,1.84668,1.72126,1.88929,1.75873,1.68131,1.69228,1.70962,1.71681,1.72698,1.56683,1.36714,1.7474,1.69827,1.58461,1.51396,1.37081,1.26141,1.08407,1.10561,0.97127,0.98307,0.94102,0.76452,0.78233,0.93379,0.78332,0.76995,0.83229,0.78396,0.72375,0.73731,0.65401,0.65764,0.70893,0.64191
Dec1969,0.26689,0.04075,0.67457,1.01699,0.90322,0.87163,0.98162,0.85324,1.64644,1.93466,2.02835,2.01378,1.82033,2.00733,1.83279,1.69897,1.84867,1.72886,1.66937,1.68016,1.68352,1.68044,1.68457,1.53107,1.34553,1.71383,1.67225,1.56954,1.49802,1.35737,1.2515,1.07428,1.09397,0.96331,0.97625,0.93479,0.76181,0.7804,0.9272,0.77915,0.76592,0.82743,0.78114,0.72244,0.73821,0.65648,0.66091,0.71103
Jan1970,0.66528,0.42335,0.26291,0.7139,1.00876,0.91669,0.90348,0.99218,0.86262,1.62302,1.90475,1.98768,1.97721,1.78381,1.96535,1.80154,1.68336,1.82942,1.71851,1.65987,1.66794,1.67179,1.67272,1.67949,1.5319,1.35404,1.70886,1.6659,1.56688,1.4977,1.36405,1.26742,1.09394,1.11552,0.98514,0.99684,0.9556,0.78511,0.80287,0.94581,0.79693,0.78096,0.84302,0.79221,0.73283,0.74915,0.66659,0.66948
Feb1970,-1.05871,-0.29787,-0.17119,-0.23701,0.28846,0.74314,0.65775,0.6595,0.7725,0.64825,1.51485,1.85932,1.93463,1.93443,1.73311,1.92862,1.73132,1.60146,1.76044,1.64227,1.57604,1.58867,1.59565,1.61497,1.61919,1.46055,1.27718,1.65758,1.60483,1.49742,1.42462,1.28634,1.18575,1.01046,1.02976,0.90077,0.91187,0.86921,0.69804,0.71804,0.86258,0.71469,0.70015,0.76341,0.71321,0.65497,0.67273,0.59189
Mar1970,0.04031,-0.60657,-0.39006,-0.26666,-0.30046,0.08686,0.58071,0.5168,0.53242,0.67571,0.57951,1.49825,1.84128,1.92551,1.94702,1.75861,1.95477,1.74155,1.57324,1.72152,1.6109,1.5308,1.53577,1.5353,1.56603,1.57302,1.42728,1.25607,1.62728,1.57652,1.47219,1.39278,1.25577,1.15338,0.98421,1.00042,0.87899,0.89028,0.84468,0.67785,0.69682,0.83917,0.69837,0.68484,0.74786,0.69844,0.6448,0.66252
Apr1970,-1.49513,-0.98106,-1.22947,-0.96808,-0.77495,-0.80426,-0.39778,0.09183,0.06406,0.07459,0.26926,0.21627,1.197,1.63981,1.74921,1.78188,1.61314,1.83074,1.57949,1.39282,1.55447,1.44612,1.37435,1.38961,1.37004,1.41624,1.41566,1.26468,1.09755,1.49644,1.45078,1.35144,1.26787,1.12829,1.02132,0.8514,0.86938,0.75169,0.76405,0.71425,0.54261,0.56312,0.70752,0.56305,0.55195,0.62173,0.57729,0.52708
May1970,-0.15321,-0.97293,-0.80982,-1.07628,-0.91568,-0.77817,-0.79932,-0.47069,-0.08645,-0.11453,-0.09224,0.12261,0.07888,1.08601,1.56216,1.70886,1.75955,1.57051,1.81772,1.54795,1.34929,1.525,1.41057,1.32864,1.34158,1.31474,1.36751,1.36703,1.21909,1.05237,1.46778,1.42369,1.31829,1.22623,1.08345,0.97104,0.80037,0.81363,0.70048,0.71473,0.66718,0.49431,0.51819,0.66082,0.51908,0.51119,0.57962,0.53497
Jun1970,-0.04072,-0.16288,-0.77524,-0.73522,-1.00631,-0.85453,-0.74423,-0.75505,-0.44599,-0.0987,-0.12718,-0.0994,0.10686,0.07445,0.92226,1.35611,1.4751,1.51812,1.38129,1.62832,1.38567,1.21512,1.37528,1.28084,1.19645,1.21354,1.18185,1.25422,1.25849,1.11276,0.95555,1.36586,1.33206,1.23614,1.14432,1.0036,0.89735,0.7316,0.74396,0.63694,0.64898,0.60427,0.45123,0.47977,0.61372,0.47686,0.47021,0.53511
Jul1970,1.2598,0.5248,0.26101,-0.28548,-0.32952,-0.62301,-0.48513,-0.40781,-0.41901,-0.09819,0.19925,0.1458,0.15725,0.32218,0.27736,1.04492,1.41885,1.52246,1.55735,1.42806,1.65745,1.44011,1.27926,1.4248,1.33645,1.25797,1.27057,1.24061,1.30323,1.31002,1.17482,1.02846,1.40945,1.37717,1.28426,1.19664,1.06321,0.96362,0.80352,0.81774,0.71382,0.72528,0.68331,0.53568,0.56166,0.68767,0.56079,0.55159
Aug1970,0.35206,0.8845,0.4313,0.22061,-0.25348,-0.2751,-0.52967,-0.39116,-0.32208,-0.33276,-0.04719,0.21003,0.15597,0.16329,0.32138,0.28617,1.03016,1.38748,1.48385,1.52471,1.40773,1.63192,1.42807,1.2671,1.40668,1.31998,1.24101,1.25528,1.22412,1.2847,1.29303,1.16333,1.02142,1.40109,1.35839,1.26626,1.18215,1.05,0.95136,0.79849,0.81448,0.71124,0.72185,0.6827,0.53782,0.56488,0.6859,0.56391
Sep1970,-2.02093,-1.13458,-0.33293,-0.40902,-0.43124,-0.83916,-0.7905,-0.99945,-0.86039,-0.74864,-0.7667,-0.51175,-0.22049,-0.24765,-0.21846,-0.03605,-0.06095,0.64375,1.048,1.15585,1.21619,1.14439,1.37797,1.16045,1.01138,1.15353,1.06805,0.98019,0.99275,0.96447,1.04401,1.0512,0.91483,0.78256,1.17146,1.12756,1.04219,0.96022,0.83451,0.74244,0.60067,0.61484,0.52081,0.53162,0.49245,0.35254,0.38363,0.50388
Oct1970,0.54754,-0.60593,-0.46062,0.0131,-0.13053,-0.22226,-0.58671,-0.568,-0.76019,-0.65043,-0.58276,-0.59519,-0.35395,-0.09021,-0.12962,-0.11261,0.05178,0.03633,0.70525,1.07745,1.17855,1.24727,1.17342,1.40428,1.1828,1.02671,1.17481,1.09323,1.00379,1.01343,0.98691,1.0644,1.06918,0.93755,0.80087,1.18283,1.14196,1.06183,0.97969,0.8525,0.76086,0.61894,0.63021,0.53516,0.54844,0.50815,0.37065,0.40204
Nov1970,-0.73909,-0.0493,-0.93348,-0.78197,-0.32824,-0.43138,-0.46644,-0.80889,-0.78267,-0.95796,-0.83987,-0.76087,-0.76753,-0.53111,-0.26035,-0.28794,-0.26512,-0.10623,-0.11188,0.56596,0.97206,1.08035,1.15436,1.08061,1.32998,1.08471,0.92415,1.08479,1.00166,0.91667,0.93235,0.90704,0.99302,0.99285,0.85715,0.71383,1.11186,1.06657,0.98598,0.90119,0.77357,0.67875,0.5341,0.54598,0.45203,0.46335,0.42339,0.27947
Dec1970,1.24549,0.45983,0.63175,-0.40189,-0.30491,0.13112,-0.02508,-0.11813,-0.47989,-0.47697,-0.67066,-0.54724,-0.47905,-0.48127,-0.24432,0.01001,-0.03282,-0.02372,0.1047,0.09151,0.75109,1.11565,1.21661,1.28313,1.20703,1.43157,1.2055,1.04445,1.19642,1.11822,1.03674,1.04738,1.02257,1.09848,1.10091,0.97339,0.83341,1.20722,1.16243,1.08288,1.00074,0.87696,0.78355,0.64237,0.65552,0.56087,0.57275,0.53249
Jan1971,1.08189,1.24846,0.79543,0.8759,-0.01819,0.02866,0.41551,0.21358,0.08174,-0.25291,-0.25228,-0.43964,-0.33275,-0.27885,-0.27793,-0.0504,0.16333,0.11061,0.11022,0.22632,0.20965,0.84457,1.18465,1.28407,1.34985,1.27446,1.48168,1.26469,1.10968,1.25681,1.18265,1.10912,1.11846,1.09713,1.16224,1.16366,1.0424,0.90531,1.25955,1.21882,1.1407,1.05843,0.93756,0.83964,0.69815,0.7115,0.61513,0.62548
Feb1971,-1.03455,0.21412,0.79139,0.3301,0.48496,-0.36326,-0.27543,0.12576,-0.05676,-0.16755,-0.48768,-0.47755,-0.64316,-0.53299,-0.46268,-0.4586,-0.22738,-0.00364,-0.04844,-0.04116,0.08419,0.06571,0.71924,1.09112,1.19457,1.26732,1.1943,1.41721,1.18186,1.0224,1.17584,1.10108,1.0251,1.03718,1.01259,1.0846,1.08498,0.9598,0.82217,1.18593,1.14291,1.06599,0.98314,0.86055,0.76274,0.62128,0.63593,0.54096
Mar1971,0.71393,-0.05188,0.39859,0.83222,0.4751,0.58622,-0.21768,-0.13838,0.23722,0.07457,-0.05163,-0.36947,-0.35026,-0.52096,-0.42329,-0.37226,-0.36512,-0.11873,0.12605,0.07321,0.06759,0.1978,0.18246,0.81343,1.15795,1.25748,1.32735,1.25654,1.46418,1.23583,1.08199,1.22242,1.14735,1.07003,1.08113,1.05527,1.12239,1.12358,1.00134,0.86799,1.21059,1.1703,1.10118,1.02244,0.90547,0.81038,0.67603,0.69027
Apr1971,1.15297,1.1198,0.60466,0.88276,1.11941,0.83289,0.97997,0.17968,0.23571,0.54462,0.36403,0.22943,-0.09963,-0.09301,-0.26643,-0.18321,-0.15745,-0.14819,0.11021,0.34604,0.28141,0.27104,0.38471,0.35845,0.97932,1.29118,1.38254,1.44623,1.3701,1.56228,1.34876,1.20263,1.33567,1.25987,1.18205,1.19232,1.1672,1.22517,1.22786,1.11065,0.97819,1.30235,1.25837,1.18781,1.11165,0.99849,0.90721,0.77606
May1971,1.82792,2.05827,1.78536,1.5067,1.70233,1.76142,1.55362,1.76506,1.1393,1.09951,1.30509,1.12159,0.94456,0.61207,0.57222,0.39588,0.43812,0.42597,0.409,0.652,0.84418,0.77703,0.74374,0.84285,0.81174,1.3833,1.61748,1.69902,1.76167,1.67544,1.84051,1.64811,1.49913,1.61013,1.53146,1.45268,1.44974,1.4186,1.4478,1.45169,1.35257,1.22641,1.51308,1.47398,1.41109,1.34289,1.23353,1.14501
Jun1971,1.14276,1.72976,1.84272,1.82338,1.6948,1.78803,1.79603,1.63044,1.79305,1.35489,1.31014,1.42553,1.29083,1.16902,0.92146,0.85181,0.69722,0.72238,0.68847,0.6609,0.86926,1.02209,0.95877,0.92384,0.99877,0.964,1.45462,1.66771,1.7451,1.79654,1.71683,1.88026,1.70916,1.57252,1.66822,1.59458,1.51948,1.50878,1.47743,1.49441,1.49932,1.40873,1.29177,1.54939,1.5119,1.45885,1.39707,1.297
Jul1971,1.34842,1.4055,1.90073,1.99834,1.96488,1.87064,1.92854,1.90076,1.73394,1.83295,1.44759,1.41936,1.51315,1.38664,1.27931,1.06089,0.98588,0.84675,0.86313,0.81604,0.78554,0.98079,1.1135,1.05274,1.01871,1.08571,1.0512,1.50303,1.69535,1.7721,1.82682,1.75066,1.90162,1.73988,1.61038,1.70292,1.63098,1.55999,1.5465,1.51729,1.52779,1.53316,1.44591,1.33523,1.57894,1.54472,1.4961,1.43677
Aug1971,-0.43693,0.48298,1.00118,1.70366,1.88108,1.81471,1.67588,1.72095,1.72062,1.56153,1.67412,1.28577,1.25649,1.36749,1.24189,1.14193,0.92507,0.86495,0.72425,0.74763,0.72068,0.69167,0.88195,1.02263,0.96086,0.92729,0.99344,0.96237,1.41406,1.61439,1.69574,1.75565,1.67701,1.8409,1.66139,1.53235,1.62957,1.55802,1.48133,1.47767,1.44837,1.46478,1.47017,1.38276,1.27415,1.52188,1.48833,1.43687
Sep1971,0.46492,0.0535,0.60104,0.98798,1.55051,1.68892,1.6338,1.50172,1.56373,1.57686,1.4643,1.57321,1.24574,1.21651,1.31635,1.2123,1.12299,0.93831,0.89167,0.76887,0.78979,0.77052,0.74255,0.91451,1.04428,0.98774,0.95483,1.00578,0.96992,1.38717,1.57963,1.66099,1.71836,1.64103,1.7976,1.6199,1.49664,1.58534,1.52039,1.44612,1.44685,1.41906,1.43906,1.44371,1.36052,1.25837,1.49127,1.45979
Oct1971,-0.75682,-0.2719,-0.48291,0.03248,0.49547,1.1778,1.36659,1.36709,1.21369,1.30511,1.35919,1.24408,1.36036,0.99604,0.97146,1.0913,0.99911,0.91483,0.71225,0.67299,0.54235,0.57002,0.56414,0.54374,0.71922,0.85904,0.80758,0.78222,0.83682,0.79975,1.24011,1.45516,1.53178,1.58998,1.52793,1.68938,1.50201,1.38472,1.48493,1.41826,1.34227,1.34238,1.31447,1.3439,1.34854,1.2589,1.15497,1.40218
Nov1971,0.90908,-0.16464,0.0917,-0.14519,0.29125,0.69123,1.32314,1.51333,1.49724,1.34787,1.42638,1.46204,1.3352,1.42962,1.10236,1.07598,1.18508,1.09703,1.02477,0.82988,0.783,0.64915,0.67301,0.65752,0.63301,0.80328,0.93587,0.88836,0.86182,0.9212,0.88768,1.32321,1.52849,1.59913,1.66197,1.60042,1.76255,1.56688,1.4473,1.54479,1.47658,1.40046,1.39878,1.3695,1.39423,1.3978,1.30899,1.20137
Dec1971,1.78428,1.92609,1.06995,0.95643,0.70399,1.01723,1.27168,1.72853,1.87929,1.83694,1.7101,1.73386,1.71764,1.59814,1.69759,1.41927,1.38903,1.46358,1.39333,1.31901,1.15926,1.08734,0.97229,0.98981,0.95552,0.92269,1.07167,1.17306,1.12969,1.10341,1.15406,1.11721,1.51655,1.68614,1.7578,1.81536,1.75155,1.89323,1.71381,1.59879,1.68783,1.62462,1.5501,1.54189,1.51422,1.52706,1.53236,1.4534
Jan1972,0.58235,1.42802,1.59049,0.98574,0.93144,0.71517,1.01003,1.24203,1.68946,1.83469,1.7993,1.67264,1.69812,1.67659,1.56279,1.66277,1.39979,1.37039,1.44783,1.37953,1.30644,1.15128,1.08343,0.9731,0.99406,0.96257,0.92645,1.07301,1.17251,1.13211,1.10824,1.16384,1.12763,1.51697,1.67323,1.73737,1.79313,1.73452,1.86444,1.70372,1.59751,1.6851,1.62504,1.55136,1.54186,1.51333,1.52549,1.53024
Feb1972,0.27429,0.48223,1.37192,1.55168,0.97825,0.9413,0.72753,1.02105,1.27114,1.76306,1.91444,1.8726,1.71786,1.74639,1.72044,1.58933,1.68236,1.41808,1.39046,1.46624,1.39811,1.32245,1.17317,1.10322,0.9877,1.01055,0.97734,0.9386,1.0825,1.18245,1.14263,1.11851,1.17177,1.13617,1.52093,1.67604,1.73951,1.79441,1.73176,1.86312,1.70038,1.59398,1.68012,1.6178,1.54799,1.54052,1.51331,1.52556
Mar1972,0.2717,0.22537,0.27983,1.17158,1.37172,0.87877,0.86943,0.66078,0.97594,1.24012,1.8045,1.96781,1.88826,1.7367,1.78224,1.77204,1.62144,1.71595,1.42347,1.39168,1.46413,1.3875,1.31055,1.16789,1.10691,0.99914,1.02229,0.98917,0.9514,1.08598,1.18481,1.13974,1.1141,1.16146,1.1275,1.49103,1.64474,1.70537,1.75137,1.69041,1.81827,1.66192,1.56739,1.65027,1.59001,1.52787,1.5254,1.50584
Apr1972,-0.52911,-0.23418,-0.14926,-0.07278,0.81679,1.03859,0.57104,0.60975,0.42325,0.73939,1.04291,1.62058,1.84918,1.80007,1.64458,1.69477,1.71581,1.54025,1.62852,1.31903,1.29071,1.37163,1.30497,1.22982,1.07332,1.01847,0.90746,0.9289,0.90111,0.86709,1.00948,1.11731,1.07127,1.04754,1.09509,1.06528,1.43667,1.59884,1.66017,1.70609,1.64845,1.77586,1.61572,1.51578,1.60121,1.54221,1.4803,1.47615
May1972,0.7835,0.20256,0.22072,0.23579,0.28285,0.96413,1.16368,0.82071,0.84954,0.6219,0.90954,1.21396,1.82386,2.14465,1.96712,1.82181,1.87637,1.86321,1.67203,1.76546,1.44447,1.41636,1.49454,1.42463,1.34141,1.19073,1.12664,1.02237,1.04547,1.01046,0.97283,1.10811,1.2104,1.1605,1.13276,1.17292,1.13973,1.49303,1.63969,1.698,1.74368,1.68684,1.81059,1.66083,1.56888,1.6532,1.59391,1.53254
Jun1972,1.69025,1.55031,1.2592,1.13484,1.1396,1.14764,1.49969,1.60514,1.44778,1.46081,1.26866,1.40689,1.59489,2.00665,2.27643,2.13572,2.01836,2.03004,1.98415,1.84988,1.90527,1.65467,1.6416,1.70751,1.64918,1.57921,1.44318,1.37978,1.29872,1.31329,1.26653,1.23044,1.35624,1.43575,1.3855,1.35246,1.38299,1.34164,1.64608,1.75577,1.81041,1.85268,1.79104,1.89408,1.76097,1.68558,1.76087,1.70889
Jul1972,1.11353,1.78737,1.67731,1.41129,1.2824,1.31159,1.2927,1.58673,1.67356,1.49532,1.49296,1.34008,1.45897,1.61931,2.00037,2.20684,2.09972,1.99105,2.00006,1.9645,1.84929,1.90848,1.67232,1.6578,1.7191,1.6658,1.59491,1.46843,1.40583,1.33309,1.34836,1.30539,1.26882,1.38681,1.46097,1.41339,1.38128,1.41149,1.36924,1.66137,1.76242,1.81559,1.85282,1.79689,1.89548,1.76955,1.69845,1.77069
Aug1972,1.47468,1.59613,2.14622,1.9606,1.70791,1.55457,1.59389,1.53578,1.74064,1.8105,1.66463,1.69573,1.55141,1.64174,1.78295,2.14544,2.3441,2.19091,2.09111,2.10089,2.05342,1.94433,2.01811,1.77897,1.76432,1.82149,1.76966,1.70378,1.58436,1.51269,1.44846,1.46868,1.4194,1.3888,1.48736,1.55046,1.50782,1.47393,1.49431,1.4574,1.72936,1.81848,1.87119,1.90812,1.85479,1.94687,1.82788,1.75422
Sep1972,2.51072,2.57918,2.54893,2.80003,2.59783,2.47012,2.27207,2.30084,2.22987,2.2458,2.28176,2.23498,2.31113,2.24407,2.23356,2.30524,2.55018,2.75665,2.56657,2.51614,2.51565,2.44147,2.33666,2.36288,2.1622,2.17741,2.21506,2.18171,2.13009,2.04792,1.96372,1.93223,1.96029,1.88405,1.86,1.91382,1.93854,1.90324,1.86879,1.86884,1.8294,2.02918,2.0727,2.11645,2.14826,2.09405,2.16399,2.07093
Oct1972,0.23479,2.099,2.25676,2.30162,2.59517,2.54931,2.42082,2.23912,2.25565,2.21457,2.26018,2.27338,2.20057,2.25124,2.19607,2.20536,2.29126,2.50366,2.72705,2.55176,2.50796,2.5512,2.48534,2.35873,2.38306,2.16859,2.18586,2.21744,2.17492,2.12867,2.04918,1.95881,1.91389,1.94143,1.88505,1.84989,1.90277,1.94287,1.91345,1.87973,1.8786,1.83008,2.04381,2.09191,2.1347,2.17169,2.11856,2.181
Nov1972,0.52953,0.30434,2.07138,2.30285,2.34474,2.74995,2.63827,2.50686,2.3009,2.31481,2.26219,2.27572,2.27223,2.19941,2.25037,2.19569,2.20535,2.33193,2.54907,2.80486,2.63592,2.61891,2.66826,2.5808,2.43469,2.43681,2.21795,2.23773,2.27036,2.21668,2.16243,2.0793,1.98695,1.93856,1.97332,1.92256,1.88963,1.93596,1.97289,1.94067,1.903,1.90765,1.85915,2.07492,2.1202,2.16479,2.20162,2.15113
Dec1972,-0.65588,-0.21266,-0.08708,2.02044,2.24796,2.25236,2.58452,2.49903,2.37009,2.21814,2.22326,2.13653,2.16292,2.16646,2.11095,2.14444,2.07309,2.09818,2.25661,2.48596,2.70011,2.51557,2.47852,2.51814,2.45358,2.32509,2.34394,2.15919,2.17533,2.20265,2.14949,2.0973,2.00837,1.91397,1.87052,1.89704,1.84565,1.80715,1.86481,1.9057,1.87247,1.84113,1.84653,1.79939,2.01696,2.06972,2.11496,2.156
Jan1973,-0.62749,-0.85574,-0.51899,-0.34249,1.74865,1.97509,1.98374,2.36865,2.34714,2.20952,2.07667,2.07062,1.99755,2.03293,2.04652,1.99223,2.0381,1.95883,1.99992,2.15231,2.37895,2.58374,2.42394,2.38554,2.42169,2.37146,2.24499,2.2598,2.07703,2.08485,2.11862,2.0736,2.01663,1.92775,1.83478,1.78666,1.81212,1.76643,1.72518,1.79441,1.84518,1.81268,1.78443,1.79299,1.74627,1.96425,2.02191,2.06806
Feb1973,-0.82343,-1.15434,-1.17841,-0.86414,-0.7014,1.63313,1.86955,1.92107,2.38167,2.39648,2.2251,2.08091,2.04928,1.97665,2.02499,2.03245,1.95192,2.0006,1.91717,1.95934,2.11512,2.36653,2.59454,2.4445,2.40199,2.43518,2.37789,2.24121,2.2453,2.04049,2.04659,2.07355,2.02321,1.96264,1.8756,1.78698,1.73638,1.7601,1.71106,1.67217,1.74089,1.79192,1.75806,1.72732,1.74094,1.69854,1.92301,1.98664
Mar1973,-0.70581,-0.95474,-1.24058,-1.26121,-1.05641,-0.97969,1.44266,1.7441,1.82027,2.27332,2.35232,2.16587,1.98379,1.96014,1.912,2.00413,2.0064,1.90837,1.89816,1.80792,1.86207,1.98554,2.21175,2.39969,2.29426,2.25594,2.30107,2.28001,2.14789,2.16468,1.96213,1.95571,1.98197,1.92465,1.86082,1.76865,1.69553,1.64498,1.66051,1.61344,1.57798,1.64636,1.70571,1.67224,1.64264,1.6622,1.6276,1.86012
Apr1973,0.28358,-0.34593,-0.68094,-0.98409,-1.07922,-0.92382,-0.89134,1.40259,1.71688,1.80899,2.31027,2.30914,2.1912,2.01136,1.99114,1.93583,2.05484,2.03182,1.9053,1.87499,1.79426,1.84798,1.99533,2.24298,2.40016,2.27997,2.22766,2.27905,2.25791,2.13555,2.15583,1.96146,1.95692,1.9797,1.9271,1.86234,1.76909,1.69728,1.6475,1.66308,1.61857,1.5794,1.64624,1.70141,1.66868,1.64041,1.66074,1.62163
May1973,-0.81836,-0.64026,-0.83556,-1.03324,-1.2172,-1.25872,-1.14399,-1.14136,1.02507,1.39465,1.52556,2.08721,2.16389,2.09513,1.84226,1.85239,1.80847,1.95391,1.94931,1.82341,1.79836,1.69372,1.76512,1.91831,2.17765,2.28785,2.18713,2.12673,2.18914,2.1879,2.07488,2.11774,1.89816,1.87586,1.90579,1.84221,1.77081,1.66869,1.59705,1.54362,1.55823,1.515,1.47773,1.55325,1.61958,1.58609,1.55829,1.57907
Jun1973,1.72104,0.96936,0.87957,0.50091,0.2271,0.01389,-0.16912,-0.06711,-0.05936,1.59327,1.80503,1.8272,2.16764,2.23767,2.25817,2.05737,2.0526,1.99257,2.06015,2.07137,1.95766,1.93096,1.86708,1.9336,2.06076,2.29015,2.35923,2.28138,2.23382,2.28494,2.28064,2.19893,2.23687,2.03832,2.01237,2.03928,1.97821,1.90204,1.80692,1.72393,1.67958,1.6944,1.64716,1.61123,1.67327,1.73547,1.70728,1.68282
