DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Nov1983,1.6533,0.44977,-0.40151,0.54562,0.31546,0.3297,-0.1367,-0.31263,-0.51854,-0.47721,-0.62533,-0.73278,-0.72547,-0.32623,-0.39164,-0.073,0.02265,-0.22195,-0.15954,-0.32433,-0.26184,0.00334,-0.07243,0.06811,-0.1515,-0.36491,-0.36449,-0.35079,-0.33337,-0.32368,-0.37873,-0.07359,-0.20814,-0.1045,-0.23768,-0.33911,-0.2629,-0.33662,-0.4738,-0.47521,-0.3751,-0.29714,-0.10372,-0.10177,-0.07983,-0.08999,-0.16557,-0.23294
Dec1983,-0.44678,1.26243,0.15938,-0.7003,0.34012,0.11557,0.16252,-0.27793,-0.44942,-0.66357,-0.61311,-0.74344,-0.83312,-0.83004,-0.43306,-0.48814,-0.15699,-0.06254,-0.31308,-0.25104,-0.40542,-0.33367,-0.06781,-0.13808,0.00542,-0.2114,-0.42871,-0.43584,-0.41902,-0.39739,-0.38484,-0.43822,-0.13772,-0.26496,-0.16469,-0.29267,-0.39106,-0.31055,-0.38849,-0.52398,-0.5229,-0.42494,-0.34473,-0.15123,-0.14841,-0.12606,-0.13623,-0.21305
Jan1984,-1.05463,-0.91803,0.5716,-0.23694,-1.00456,0.01484,-0.17226,-0.10679,-0.50485,-0.65562,-0.83878,-0.78265,-0.89869,-0.96057,-0.9599,-0.58596,-0.63673,-0.31475,-0.22161,-0.45626,-0.39804,-0.54355,-0.47511,-0.21463,-0.28077,-0.13459,-0.3442,-0.56756,-0.5758,-0.555,-0.53209,-0.51716,-0.56739,-0.26179,-0.38491,-0.28006,-0.41125,-0.51248,-0.42361,-0.51087,-0.65217,-0.64794,-0.5491,-0.46157,-0.26412,-0.26121,-0.23625,-0.2468
Feb1984,0.15654,-0.62808,-0.75484,0.51775,-0.28742,-0.96707,0.01017,-0.18355,-0.13119,-0.52691,-0.66697,-0.84105,-0.78208,-0.89616,-0.95831,-0.94787,-0.58237,-0.63507,-0.32085,-0.22675,-0.45778,-0.40289,-0.54993,-0.48609,-0.22808,-0.29181,-0.14542,-0.35357,-0.56999,-0.57377,-0.55329,-0.52749,-0.51126,-0.56037,-0.25719,-0.38008,-0.27595,-0.40564,-0.50523,-0.41837,-0.5036,-0.64309,-0.63907,-0.53914,-0.45515,-0.2609,-0.25832,-0.23398
Mar1984,1.1715,0.89917,0.30451,-0.00371,0.8875,0.16236,-0.49318,0.34919,0.17417,0.19729,-0.23662,-0.38065,-0.55515,-0.50402,-0.64044,-0.73172,-0.7098,-0.32899,-0.37503,-0.07349,0.00352,-0.22862,-0.17187,-0.31873,-0.26095,-0.00366,-0.07454,0.05682,-0.15594,-0.37277,-0.38199,-0.36553,-0.34189,-0.3318,-0.38221,-0.07557,-0.20022,-0.09871,-0.22803,-0.33229,-0.25383,-0.33446,-0.47905,-0.48268,-0.38444,-0.31224,-0.1206,-0.12091
Apr1984,-1.53099,0.13328,0.08383,-0.40597,-0.55313,0.30032,-0.33899,-0.92545,-0.11211,-0.29182,-0.21437,-0.56224,-0.70945,-0.86798,-0.82013,-0.92901,-0.99587,-0.96453,-0.61645,-0.63669,-0.32157,-0.23143,-0.46026,-0.40505,-0.54103,-0.47594,-0.21143,-0.28205,-0.14153,-0.35119,-0.57318,-0.57972,-0.55435,-0.52534,-0.50764,-0.55361,-0.24576,-0.37032,-0.26543,-0.39443,-0.49809,-0.41171,-0.49508,-0.63452,-0.63145,-0.53183,-0.45128,-0.25444
May1984,2.17554,1.51416,1.57883,1.51667,1.22575,0.90154,1.45552,1.09056,0.41569,1.09889,0.86982,0.86036,0.41172,0.23396,0.05111,0.08567,-0.0774,-0.19629,-0.17725,0.20148,0.1521,0.4033,0.45377,0.21522,0.26028,0.15629,0.19891,0.44256,0.36651,0.46419,0.24558,0.036,0.01965,0.02461,0.038,0.02662,-0.02394,0.27008,0.15227,0.24903,0.12219,0.00319,0.06752,-0.01337,-0.15396,-0.16999,-0.0819,-0.02613
Jun1984,-0.12119,1.5175,1.02941,1.22949,1.21721,0.94056,0.71495,1.1865,0.89475,0.30193,0.86788,0.68862,0.70379,0.3453,0.17759,0.00479,0.03571,-0.10314,-0.20726,-0.19965,0.15475,0.11328,0.33801,0.38147,0.15514,0.18989,0.09574,0.13581,0.36819,0.29486,0.38395,0.17349,-0.02035,-0.03421,-0.02606,-0.01743,-0.02278,-0.06925,0.21143,0.10116,0.19139,0.0721,-0.02549,0.04129,-0.03646,-0.17477,-0.18955,-0.10701
Jul1984,-1.43428,-0.84983,1.1108,0.60349,0.86886,0.85348,0.57015,0.38366,0.88953,0.56671,0.01882,0.56584,0.41663,0.44164,0.10604,-0.04475,-0.19656,-0.1643,-0.28392,-0.37355,-0.36731,-0.03609,-0.07217,0.15424,0.2026,-0.01185,0.02866,-0.06472,-0.01972,0.20472,0.13108,0.22982,0.02897,-0.16233,-0.17563,-0.16396,-0.15018,-0.14787,-0.19002,0.08513,-0.01764,0.07071,-0.04326,-0.13699,-0.06758,-0.14479,-0.27867,-0.29019
Aug1984,0.09629,-0.82444,-0.73071,0.9435,0.45633,0.76127,0.75301,0.50576,0.3365,0.81481,0.50601,-0.01452,0.49968,0.35752,0.38843,0.07841,-0.05821,-0.19234,-0.16479,-0.28023,-0.36053,-0.35572,-0.04975,-0.07588,0.1435,0.18842,-0.01558,0.02238,-0.07184,-0.02724,0.18595,0.11493,0.21758,0.02099,-0.15827,-0.17106,-0.1627,-0.15072,-0.14442,-0.18813,0.08083,-0.02035,0.06402,-0.04514,-0.13801,-0.06923,-0.14602,-0.27236
Sep1984,-0.43849,-0.34118,-0.94522,-0.88803,0.68506,0.2531,0.57001,0.55338,0.3439,0.20225,0.64609,0.35287,-0.12671,0.35712,0.23934,0.27866,-0.01494,-0.15536,-0.28212,-0.25731,-0.37193,-0.45021,-0.4389,-0.13155,-0.14965,0.06946,0.11703,-0.08032,-0.04703,-0.14251,-0.10378,0.10114,0.03065,0.13571,-0.05874,-0.22927,-0.23593,-0.22267,-0.20821,-0.19683,-0.23624,0.02396,-0.07549,0.00823,-0.09777,-0.18718,-0.11923,-0.19633
Oct1984,-0.37529,-0.57943,-0.55261,-1.00593,-0.96325,0.38604,0.00293,0.33289,0.32348,0.11911,-0.0078,0.45058,0.16619,-0.28199,0.18803,0.07306,0.1223,-0.14509,-0.28668,-0.40552,-0.38301,-0.49697,-0.56532,-0.54908,-0.26183,-0.27683,-0.05967,-0.00437,-0.18852,-0.15746,-0.25173,-0.21077,-0.00921,-0.07498,0.01661,-0.16714,-0.32644,-0.33592,-0.32342,-0.30874,-0.29283,-0.32678,-0.07769,-0.17354,-0.0898,-0.19352,-0.2781,-0.20651
Nov1984,1.62981,0.79847,0.38083,0.3092,-0.10421,-0.27516,0.88598,0.52991,0.78982,0.7749,0.56907,0.41661,0.81693,0.56325,0.15382,0.56785,0.44568,0.46457,0.2042,0.06312,-0.07445,-0.06352,-0.18885,-0.27216,-0.25957,0.03673,0.01083,0.21089,0.25667,0.06978,0.0982,0.00978,0.04709,0.24496,0.17565,0.25048,0.05888,-0.09661,-0.10803,-0.10359,-0.09228,-0.09046,-0.12821,0.11808,0.02034,0.1008,-0.00252,-0.09546
Dec1984,-0.94659,1.0401,0.36939,0.00507,-0.04393,-0.45171,-0.54388,0.6751,0.32292,0.61206,0.59883,0.39913,0.26302,0.68039,0.42093,-0.0046,0.42317,0.30223,0.31417,0.05339,-0.08208,-0.20314,-0.18646,-0.3042,-0.38039,-0.36686,-0.07843,-0.11403,0.08864,0.14298,-0.03757,-0.0088,-0.09651,-0.05273,0.14279,0.07701,0.15534,-0.02901,-0.18852,-0.19902,-0.19104,-0.1798,-0.17303,-0.20836,0.03848,-0.05787,0.02312,-0.08156
Jan1985,0.61375,-0.24546,0.91651,0.45944,0.10671,0.05569,-0.30828,-0.44235,0.68169,0.35711,0.63272,0.6253,0.43404,0.30319,0.69409,0.4544,0.04103,0.44314,0.32388,0.335,0.08059,-0.04902,-0.17089,-0.15652,-0.2739,-0.35565,-0.3379,-0.05301,-0.09354,0.10915,0.16224,-0.02059,0.00985,-0.07788,-0.02802,0.17022,0.10173,0.17684,-0.00816,-0.17599,-0.19233,-0.18783,-0.17859,-0.17398,-0.21015,0.04087,-0.05658,0.02455
Feb1985,0.68844,0.75554,0.02528,1.02065,0.56498,0.24428,0.19482,-0.16471,-0.33455,0.75802,0.42652,0.69919,0.69396,0.50013,0.36374,0.747,0.52029,0.11174,0.50553,0.38543,0.39706,0.1382,0.01066,-0.11766,-0.10474,-0.22073,-0.3041,-0.28725,-1e-05,-0.03569,0.16405,0.21953,0.03676,0.0677,-0.02171,0.02523,0.22042,0.15319,0.22695,0.0415,-0.12368,-0.13858,-0.1359,-0.12689,-0.12788,-0.16568,0.08257,-0.01514
Mar1985,0.14018,0.35411,0.41555,-0.07112,0.81384,0.39475,0.10764,0.08493,-0.24222,-0.36896,0.71658,0.38293,0.67366,0.67434,0.47967,0.33673,0.72645,0.51117,0.11782,0.50873,0.3807,0.40094,0.1507,0.02714,-0.10298,-0.09085,-0.21116,-0.30199,-0.28347,-0.00088,-0.03492,0.16474,0.21951,0.03979,0.07433,-0.01121,0.03379,0.22611,0.15909,0.22994,0.04706,-0.11295,-0.12979,-0.12714,-0.11698,-0.12165,-0.15927,0.08488
Apr1985,-0.56224,-0.35724,-0.05444,0.02867,-0.33421,0.47311,0.12225,-0.15421,-0.15755,-0.48134,-0.57034,0.50963,0.17544,0.49285,0.50183,0.29967,0.17236,0.58125,0.35992,-0.014,0.38375,0.26386,0.28376,0.02587,-0.08959,-0.21128,-0.19343,-0.31457,-0.40066,-0.38174,-0.10015,-0.13258,0.07218,0.13197,-0.05025,-0.01033,-0.09638,-0.04831,0.14864,0.07952,0.15074,-0.03314,-0.19744,-0.21104,-0.20571,-0.19363,-0.19305,-0.22642
May1985,1.143,0.55104,0.42721,0.55477,0.6018,0.22941,0.87789,0.6416,0.31523,0.26472,-0.04976,-0.17699,0.83953,0.49663,0.78143,0.78777,0.57385,0.44275,0.81807,0.60237,0.24243,0.61889,0.4893,0.50657,0.259,0.17203,0.04289,0.06023,-0.06458,-0.16478,-0.15788,0.11036,0.07864,0.27397,0.32349,0.13948,0.17683,0.09469,0.14148,0.32908,0.26305,0.31995,0.14043,-0.02109,-0.03741,-0.03708,-0.03011,-0.03785
Jun1985,-0.44317,0.53462,0.18809,0.10073,0.20463,0.2856,0.02277,0.60084,0.41598,0.11247,0.07705,-0.17979,-0.26618,0.63124,0.32493,0.58747,0.58998,0.41228,0.31227,0.65905,0.45988,0.13309,0.47919,0.35784,0.36943,0.13371,0.05437,-0.06533,-0.04706,-0.16351,-0.26037,-0.25848,-0.00047,-0.0277,0.16613,0.21077,0.04099,0.07943,0.00062,0.0489,0.22747,0.16598,0.23677,0.07189,-0.08351,-0.10325,-0.10103,-0.09507
Jul1985,-0.06767,-0.4334,0.40013,0.10933,0.04027,0.15029,0.22388,-0.01818,0.53349,0.36502,0.1039,0.06414,-0.17427,-0.25777,0.57323,0.29351,0.53759,0.54087,0.37947,0.28455,0.61014,0.42457,0.11261,0.44131,0.32703,0.33645,0.11625,0.03922,-0.07147,-0.05577,-0.17076,-0.25865,-0.25578,-0.01063,-0.03964,0.14405,0.18937,0.02905,0.06586,-0.00749,0.04135,0.2133,0.15538,0.22247,0.06458,-0.08659,-0.10437,-0.10295
Aug1985,-0.67848,-0.55946,-0.73712,0.01942,-0.22326,-0.21894,-0.10298,0.00276,-0.19585,0.3306,0.15827,-0.09013,-0.11838,-0.33258,-0.39458,0.405,0.14006,0.39441,0.39366,0.24317,0.16966,0.49079,0.2947,-0.00016,0.32831,0.2174,0.23182,0.01936,-0.06048,-0.16384,-0.15153,-0.26176,-0.3374,-0.33624,-0.09419,-0.12042,0.05831,0.10294,-0.04555,-0.01056,-0.07892,-0.03161,0.13562,0.08093,0.14695,-0.00451,-0.1544,-0.16838
Sep1985,-1.61239,-1.56516,-1.37869,-1.33906,-0.5154,-0.70951,-0.64126,-0.50284,-0.39571,-0.54879,-0.03649,-0.22887,-0.43986,-0.44212,-0.6353,-0.67063,0.10833,-0.1571,0.10864,0.11179,-0.02953,-0.08434,0.25296,0.04574,-0.24123,0.10188,-0.00136,0.02116,-0.18735,-0.27076,-0.37502,-0.36641,-0.47132,-0.5374,-0.53246,-0.29597,-0.31301,-0.12755,-0.07715,-0.21276,-0.17249,-0.24377,-0.196,-0.02816,-0.0803,-0.00956,-0.1576,-0.30808
Oct1985,-0.69768,-1.35792,-1.61124,-1.50373,-1.44858,-0.78818,-0.94289,-0.88374,-0.75134,-0.6545,-0.77677,-0.30585,-0.49007,-0.66213,-0.65066,-0.82519,-0.8513,-0.09445,-0.35759,-0.09962,-0.09869,-0.23734,-0.28163,0.05612,-0.1529,-0.42355,-0.08449,-0.17432,-0.14247,-0.34116,-0.42371,-0.5187,-0.5057,-0.60135,-0.67115,-0.65783,-0.43671,-0.45589,-0.27616,-0.22547,-0.34944,-0.30624,-0.37741,-0.33054,-0.16544,-0.21615,-0.14404,-0.28143
Nov1985,-0.01419,-0.72244,-1.33095,-1.4861,-1.46981,-1.46884,-0.84579,-0.99949,-0.945,-0.81194,-0.71143,-0.83233,-0.35415,-0.53349,-0.70398,-0.68781,-0.85941,-0.88982,-0.14454,-0.41227,-0.15699,-0.16164,-0.29993,-0.34247,-0.00077,-0.2076,-0.47547,-0.13667,-0.22481,-0.18456,-0.3794,-0.46149,-0.55782,-0.54238,-0.64045,-0.71315,-0.69901,-0.47775,-0.49528,-0.31339,-0.25978,-0.386,-0.34367,-0.41418,-0.36677,-0.20315,-0.25249,-0.18493
Dec1985,0.0308,-0.24906,-0.8744,-1.47798,-1.57107,-1.54948,-1.50363,-0.88728,-1.05211,-1.00536,-0.86418,-0.74596,-0.85583,-0.37141,-0.56462,-0.72705,-0.70206,-0.87386,-0.90637,-0.1753,-0.43105,-0.17159,-0.17188,-0.30586,-0.34685,-0.00967,-0.21844,-0.49211,-0.16024,-0.24228,-0.20175,-0.39473,-0.47397,-0.56538,-0.55286,-0.64728,-0.71995,-0.70332,-0.48683,-0.50446,-0.32379,-0.2726,-0.39631,-0.35337,-0.42339,-0.37675,-0.21367,-0.26466
Jan1986,-0.49531,-0.35356,-0.49648,-0.9864,-1.59623,-1.69537,-1.74821,-1.6012,-0.99644,-1.14713,-1.09046,-0.95429,-0.83787,-0.92408,-0.46311,-0.64988,-0.80515,-0.78206,-0.94649,-0.97705,-0.27793,-0.52293,-0.2717,-0.27249,-0.40308,-0.44522,-0.10274,-0.31484,-0.5916,-0.2542,-0.33673,-0.29407,-0.48773,-0.57234,-0.65904,-0.64472,-0.74112,-0.81778,-0.79578,-0.57881,-0.59973,-0.41417,-0.36275,-0.485,-0.44105,-0.51268,-0.46385,-0.29735
Feb1986,1.02419,0.34763,0.12667,-0.0282,-0.61052,-1.21583,-1.36448,-1.38487,-1.35865,-0.82117,-0.96265,-0.91568,-0.78567,-0.68289,-0.78055,-0.32678,-0.49165,-0.6597,-0.65167,-0.81644,-0.85946,-0.16779,-0.41456,-0.17016,-0.17278,-0.30304,-0.34854,-0.01006,-0.21432,-0.48642,-0.1553,-0.23552,-0.19627,-0.39073,-0.47468,-0.56103,-0.54726,-0.64538,-0.7245,-0.70707,-0.48737,-0.50842,-0.32749,-0.27689,-0.40558,-0.36408,-0.43482,-0.38727
Mar1986,-0.20652,0.34139,-0.10055,-0.14381,-0.23555,-0.7681,-1.23709,-1.36486,-1.391,-1.37917,-0.91712,-1.05331,-1.00378,-0.88086,-0.78565,-0.88254,-0.42814,-0.59481,-0.73532,-0.71637,-0.88039,-0.91219,-0.20597,-0.45149,-0.20718,-0.2103,-0.34469,-0.39525,-0.05025,-0.26243,-0.53371,-0.196,-0.2741,-0.23116,-0.41995,-0.50052,-0.58903,-0.57513,-0.66905,-0.74735,-0.72965,-0.51034,-0.53481,-0.35271,-0.30045,-0.43085,-0.39029,-0.46641
Apr1986,1.51544,1.01799,1.1357,0.84503,0.63378,0.51706,0.01501,-0.60206,-0.78451,-0.77484,-0.90459,-0.46615,-0.62595,-0.58327,-0.46507,-0.38393,-0.51708,-0.07013,-0.19103,-0.33803,-0.35763,-0.53838,-0.60395,0.09292,-0.13749,0.10067,0.09945,-0.04112,-0.10214,0.22085,0.02079,-0.25553,0.06462,-0.01613,0.01025,-0.17944,-0.25518,-0.34471,-0.33188,-0.4337,-0.5237,-0.5132,-0.29204,-0.31569,-0.1462,-0.09855,-0.23672,-0.19388
May1986,-0.48212,0.69135,0.40052,0.64498,0.38044,0.26404,0.18596,-0.24241,-0.82649,-0.9488,-0.92937,-1.02299,-0.64428,-0.79948,-0.73792,-0.6409,-0.56395,-0.66242,-0.23928,-0.37202,-0.50535,-0.50812,-0.67522,-0.72598,-0.04718,-0.25544,-0.01801,-0.01603,-0.15585,-0.21808,0.10563,-0.10715,-0.37303,-0.04355,-0.12356,-0.09161,-0.27305,-0.34704,-0.42834,-0.41414,-0.5114,-0.60359,-0.59058,-0.37726,-0.40262,-0.23003,-0.18239,-0.31613
Jun1986,-0.12756,-0.43841,0.43824,0.2104,0.41064,0.21639,0.16149,0.0986,-0.26342,-0.80711,-0.92363,-0.89232,-0.99202,-0.62591,-0.78826,-0.73808,-0.64018,-0.55977,-0.65146,-0.25929,-0.38135,-0.50733,-0.51512,-0.68083,-0.72499,-0.09642,-0.28506,-0.0684,-0.06504,-0.19578,-0.25899,0.03986,-0.15807,-0.41163,-0.0923,-0.17241,-0.1367,-0.3073,-0.37703,-0.45133,-0.43944,-0.53032,-0.60319,-0.589,-0.38397,-0.41272,-0.24768,-0.20376
Jul1986,0.1585,-0.09233,-0.38539,0.4076,0.19858,0.40068,0.21023,0.15745,0.10355,-0.20543,-0.7037,-0.83319,-0.80868,-0.90727,-0.56764,-0.71389,-0.6702,-0.57689,-0.50201,-0.59379,-0.22898,-0.34373,-0.46411,-0.47355,-0.63254,-0.67834,-0.07839,-0.25842,-0.05102,-0.04948,-0.17834,-0.235,0.05034,-0.13867,-0.38241,-0.08206,-0.1571,-0.12234,-0.28613,-0.35169,-0.42121,-0.41023,-0.49667,-0.56893,-0.55607,-0.35925,-0.38706,-0.22833
Aug1986,-0.22492,-0.15628,-0.31868,-0.50744,0.17587,0.03913,0.24064,0.0951,0.05932,0.01458,-0.27856,-0.73829,-0.85086,-0.82699,-0.91409,-0.60499,-0.74127,-0.69236,-0.60289,-0.53405,-0.61648,-0.26745,-0.38945,-0.49667,-0.50139,-0.65273,-0.69307,-0.11854,-0.29537,-0.09458,-0.09585,-0.22012,-0.26709,0.00719,-0.17098,-0.40418,-0.11705,-0.18963,-0.1507,-0.31101,-0.37169,-0.43928,-0.42945,-0.5124,-0.58392,-0.57073,-0.38173,-0.40554
Sep1986,1.45948,1.10235,1.02417,0.68923,0.37068,0.84727,0.69773,0.83859,0.69256,0.59487,0.55224,0.32198,-0.14014,-0.30319,-0.29187,-0.42483,-0.13294,-0.28259,-0.24373,-0.16505,-0.11444,-0.21799,0.12049,0.02331,-0.08343,-0.11717,-0.28307,-0.3428,0.20789,0.03938,0.2165,0.21374,0.09015,0.03765,0.28381,0.1238,-0.09886,0.16362,0.08954,0.11667,-0.03737,-0.09592,-0.1661,-0.15637,-0.24058,-0.31724,-0.31147,-0.12979
Oct1986,1.31363,1.59284,1.44981,1.39509,1.14069,0.83372,1.20748,1.05361,1.17028,1.02569,0.89554,0.86999,0.70228,0.29708,0.11864,0.10728,-0.04203,0.22657,0.08437,0.10165,0.1666,0.19598,0.08221,0.39018,0.30778,0.19911,0.15817,-0.00078,-0.07286,0.43335,0.27637,0.43716,0.43837,0.32301,0.25227,0.47743,0.33441,0.11845,0.35575,0.27884,0.29774,0.14971,0.09203,0.02117,0.03276,-0.05126,-0.12842,-0.1238
Nov1986,0.2285,1.12876,1.51142,1.37548,1.346,1.12471,0.80501,1.19915,1.04711,1.16508,1.01604,0.8933,0.8574,0.67156,0.28833,0.11187,0.10182,-0.05822,0.21691,0.06878,0.08379,0.14364,0.17226,0.05675,0.37019,0.28626,0.17564,0.1377,-0.02091,-0.08551,0.43094,0.27597,0.43988,0.43816,0.32035,0.24176,0.46806,0.32093,0.10544,0.34478,0.27021,0.28447,0.13477,0.07709,0.00681,0.01687,-0.06611,-0.14796
Dec1986,-0.07181,-0.11631,1.04629,1.4925,1.32513,1.28216,1.03611,0.73939,1.14388,1.00516,1.1229,0.96995,0.8525,0.82163,0.64481,0.25243,0.07987,0.06678,-0.10336,0.16723,0.02662,0.05123,0.11439,0.14573,0.03536,0.34403,0.25753,0.1344,0.09788,-0.0524,-0.11442,0.39491,0.24165,0.40928,0.40663,0.2923,0.21602,0.44272,0.29383,0.08054,0.31814,0.24352,0.26014,0.11311,0.0574,-0.01235,-0.00217,-0.08661
Jan1987,1.55008,0.98992,0.87447,1.41272,1.70547,1.5847,1.52395,1.33871,1.05028,1.39462,1.25276,1.3531,1.2035,1.06755,1.03249,0.89211,0.53775,0.36527,0.33896,0.16737,0.41634,0.2889,0.29745,0.35592,0.3834,0.26355,0.5499,0.4714,0.3448,0.30605,0.15345,0.08286,0.58117,0.4367,0.59341,0.5917,0.47974,0.3973,0.61246,0.46489,0.24758,0.47278,0.39622,0.40221,0.25376,0.1997,0.12693,0.1362
Feb1987,0.4717,1.4746,0.98782,0.90971,1.5024,1.76866,1.63165,1.57812,1.40621,1.10159,1.46228,1.30773,1.40491,1.25003,1.1069,1.06137,0.92351,0.57112,0.39779,0.37112,0.20143,0.44427,0.32065,0.32397,0.38114,0.4109,0.28939,0.5761,0.49615,0.37467,0.33627,0.18794,0.11702,0.61198,0.4656,0.61781,0.61587,0.50585,0.42453,0.6354,0.48851,0.27623,0.49776,0.42139,0.4237,0.27557,0.22232,0.14913
Mar1987,-1.07562,-0.47334,0.55475,0.32012,0.30429,1.04291,1.55056,1.37786,1.33956,1.11813,0.83899,1.25649,1.10617,1.22505,1.08007,0.95296,0.90153,0.76293,0.40125,0.22736,0.19872,0.04356,0.2964,0.17075,0.18183,0.24018,0.27057,0.14886,0.44854,0.3586,0.24128,0.20514,0.05881,-0.00644,0.49554,0.349,0.50695,0.50539,0.39302,0.31453,0.52645,0.38267,0.17242,0.39766,0.32477,0.32858,0.18376,0.12708
Apr1987,-1.18613,-1.64337,-1.0024,-0.07461,-0.16694,-0.18511,0.5502,1.18991,1.03907,1.01391,0.7925,0.52446,0.97659,0.8577,1.00065,0.84479,0.74129,0.69153,0.54176,0.18991,0.02091,0.00437,-0.15165,0.10273,-0.01825,0.00512,0.06955,0.09882,-0.01583,0.29303,0.20238,0.08702,0.05391,-0.08979,-0.15305,0.36605,0.21596,0.38506,0.38437,0.26722,0.18745,0.40723,0.25507,0.04392,0.27669,0.20616,0.21724,0.07538
May1987,0.30696,-0.50473,-0.85673,-0.67395,-0.00047,-0.08933,-0.08695,0.57359,1.22173,1.02671,0.99296,0.78828,0.52858,0.99192,0.85332,1.00722,0.8451,0.75383,0.70059,0.53984,0.19356,0.0355,0.01375,-0.13484,0.12211,0.02506,0.04432,0.10964,0.13674,0.01597,0.31701,0.21719,0.10777,0.08013,-0.06411,-0.12668,0.38423,0.23493,0.40317,0.40503,0.29261,0.20911,0.42515,0.27321,0.06527,0.29648,0.22404,0.23312
Jun1987,-0.85443,-0.33579,-0.83565,-1.12838,-0.98812,-0.38176,-0.39867,-0.3835,0.22631,0.75285,0.60956,0.60627,0.4681,0.27228,0.65283,0.56596,0.7026,0.57293,0.52003,0.47947,0.32695,0.0102,-0.13852,-0.15968,-0.29416,-0.05987,-0.14868,-0.12979,-0.06573,-0.03831,-0.15237,0.13377,0.04185,-0.05942,-0.0785,-0.21842,-0.26787,0.22935,0.08424,0.25353,0.25306,0.14602,0.08312,0.30088,0.15259,-0.05158,0.17537,0.10562
Jul1987,1.12452,-0.08976,0.06585,-0.39426,-0.73329,-0.65013,-0.08714,-0.12994,-0.11663,0.45028,0.90042,0.77017,0.75831,0.6193,0.43163,0.78205,0.69211,0.81325,0.69256,0.63016,0.58725,0.45428,0.15657,0.01019,-0.01479,-0.15104,0.07092,-0.01286,0.0048,0.06339,0.08249,-0.02514,0.2421,0.15678,0.05557,0.03116,-0.10262,-0.15397,0.3157,0.18113,0.34019,0.33961,0.23868,0.17467,0.37997,0.23857,0.0455,0.25875
Aug1987,-1.25867,-0.16145,-0.69929,-0.44231,-0.79474,-1.01634,-0.93269,-0.41307,-0.41449,-0.39577,0.12756,0.58414,0.46081,0.46575,0.3479,0.18167,0.5301,0.46712,0.58458,0.47568,0.44115,0.40156,0.25331,-0.02904,-0.16125,-0.18105,-0.30197,-0.08611,-0.17277,-0.15133,-0.0974,-0.07709,-0.16993,0.09367,0.01156,-0.08411,-0.1052,-0.23255,-0.27218,0.18588,0.05645,0.21557,0.2139,0.11641,0.05457,0.26355,0.12061,-0.06684
Sep1987,-1.2045,-1.6542,-0.83254,-1.16154,-0.842,-1.14624,-1.34697,-1.21759,-0.70269,-0.67699,-0.6672,-0.17613,0.28554,0.17744,0.20383,0.11063,-0.04418,0.27549,0.23766,0.35747,0.25762,0.24404,0.21248,0.05723,-0.2162,-0.34093,-0.35184,-0.45815,-0.2456,-0.33541,-0.31824,-0.26884,-0.24782,-0.33131,-0.0732,-0.15117,-0.23666,-0.24875,-0.36848,-0.39819,0.05685,-0.0743,0.08496,0.08414,-0.01084,-0.06806,0.14129,-0.00236
Oct1987,0.91117,0.04366,-0.48337,-0.06229,-0.51011,-0.36962,-0.67138,-0.88126,-0.79241,-0.35841,-0.38063,-0.36278,0.09611,0.5035,0.39195,0.39864,0.30352,0.16271,0.46259,0.40637,0.51153,0.40931,0.38502,0.35422,0.21238,-0.04712,-0.17165,-0.18477,-0.2952,-0.10187,-0.18755,-0.171,-0.11976,-0.10163,-0.19905,0.04315,-0.02351,-0.11107,-0.13152,-0.25054,-0.2836,0.1531,0.02521,0.17354,0.17548,0.08166,0.02441,0.22495
Nov1987,0.92674,1.10324,0.36604,-0.13553,0.21678,-0.26461,-0.15616,-0.46217,-0.67957,-0.59878,-0.17586,-0.20919,-0.18555,0.24893,0.64181,0.52893,0.53001,0.423,0.28994,0.58647,0.52152,0.62198,0.51516,0.48174,0.44768,0.30851,0.04794,-0.07734,-0.09339,-0.20332,-0.00728,-0.08955,-0.07375,-0.02287,-0.00827,-0.11637,0.12204,0.05516,-0.0318,-0.0543,-0.17282,-0.21365,0.21848,0.09156,0.23699,0.23722,0.14446,0.08054
Dec1987,0.89634,1.20287,1.41988,0.63147,0.12241,0.45843,-0.02603,0.04778,-0.26099,-0.50391,-0.42557,0.00565,-0.03898,-0.01425,0.41141,0.77133,0.65764,0.64823,0.53196,0.39712,0.69062,0.62463,0.72261,0.62176,0.58512,0.54914,0.41357,0.14351,0.01826,0.00461,-0.10789,0.08018,0.00179,0.02047,0.06781,0.08392,-0.02505,0.20912,0.13967,0.05244,0.02755,-0.09296,-0.13585,0.28905,0.16635,0.30672,0.30754,0.21418
